timestamp,open,high,low,close,volume
2018-03-22,1081.8800,1082.9000,1045.9100,1049.0800,2580374
2018-03-21,1092.7400,1106.3000,1085.1500,1090.8800,1640709
2018-03-20,1099.0000,1105.2000,1083.4600,1097.7100,1783872
2018-03-19,1120.0100,1121.9900,1089.0100,1099.8200,2339506
2018-03-16,1154.1400,1155.8800,1131.9600,1135.7300,2560277
2018-03-15,1149.9600,1161.0800,1134.5400,1149.5800,1392521
2018-03-14,1145.2100,1158.5900,1141.4400,1149.4900,1192615
2018-03-13,1170.0000,1176.7600,1133.3300,1138.1700,1808098
2018-03-12,1163.8500,1177.0500,1157.4200,1164.5000,2076306
2018-03-09,1136.0000,1160.8000,1132.4600,1160.0400,2074952
2018-03-08,1115.3200,1127.6000,1112.8000,1126.0000,1240299
2018-03-07,1089.1900,1112.2200,1085.4800,1109.6400,1292537
2018-03-06,1099.2200,1101.8500,1089.7800,1095.0600,1532783
2018-03-05,1075.1400,1097.1000,1069.0000,1090.9300,1202174
2018-03-02,1053.0800,1082.0000,1048.1200,1078.9200,2271551
2018-03-01,1107.8700,1110.1200,1067.0000,1069.5200,2515910
2018-02-28,1123.0300,1127.5300,1103.2400,1104.7300,1858051
2018-02-27,1141.2400,1144.0400,1118.0000,1118.2900,1741578
2018-02-26,1127.8000,1143.9600,1126.6900,1143.7500,1492380
2018-02-23,1112.6400,1127.2800,1104.7100,1126.7900,1158377
2018-02-22,1116.1900,1122.8200,1102.5900,1106.6300,1306276
2018-02-21,1106.4700,1133.9700,1106.3300,1111.3400,1493162
2018-02-20,1090.5700,1113.9500,1088.5200,1102.4600,1381603
2018-02-16,1088.4100,1104.6700,1088.3100,1094.8000,1664969
2018-02-15,1079.0700,1091.4800,1064.3400,1089.5200,1777694
2018-02-14,1048.9500,1071.7200,1046.7500,1069.7000,1515444
2018-02-13,1045.0000,1058.3700,1044.0900,1052.1000,1209341
2018-02-12,1048.0000,1061.5000,1040.9300,1051.9400,2038875
2018-02-09,1017.2500,1043.9700,992.5600,1037.7800,3267883
2018-02-08,1055.4100,1058.6200,1000.6600,1001.5200,2720942
2018-02-07,1081.5400,1081.7800,1048.2600,1048.5800,2331374
2018-02-06,1027.1800,1081.7100,1023.1400,1080.6000,3360727
2018-02-05,1090.6000,1110.0000,1052.0300,1055.8000,3336352
2018-02-02,1122.0000,1123.0700,1107.2800,1111.9000,4758496
2018-02-01,1162.6100,1174.0000,1157.5200,1167.7000,1974700
2018-01-31,1170.5700,1173.0000,1159.1300,1169.9400,1486793
2018-01-30,1167.8300,1176.5200,1163.5200,1163.6900,1400132
2018-01-29,1176.4800,1186.8900,1171.9800,1175.5800,1299218
2018-01-26,1175.0800,1175.8400,1158.1100,1175.8400,1825680
2018-01-25,1172.5300,1175.9400,1162.7600,1170.3700,1326436
2018-01-24,1177.3300,1179.8600,1161.0500,1164.2400,1351237
2018-01-23,1159.8500,1171.6300,1158.7500,1169.9700,1199326
2018-01-22,1137.4900,1159.8800,1135.1100,1155.8100,1582504
2018-01-19,1131.8300,1137.8600,1128.3000,1137.5100,1361390
2018-01-18,1131.4100,1132.5100,1117.5000,1129.7900,1148920
2018-01-17,1126.2200,1132.6000,1117.0100,1131.9800,1146089
2018-01-16,1132.5100,1139.9100,1117.8300,1121.7600,1539230
2018-01-12,1102.4100,1124.2900,1101.1500,1122.2600,1701377
2018-01-11,1106.3000,1106.5300,1099.5900,1105.5200,962696
2018-01-10,1097.1000,1104.6000,1096.1100,1102.6100,1038917
2018-01-09,1109.4000,1110.5700,1101.2300,1106.2600,897400
2018-01-08,1102.2300,1111.2700,1101.6200,1106.9400,1003098
2018-01-05,1094.0000,1104.2500,1092.0000,1102.2300,1210974
2018-01-04,1088.0000,1093.5700,1084.0000,1086.4000,990510
2018-01-03,1064.3100,1086.2900,1063.2100,1082.4800,1416093
2018-01-02,1048.3400,1066.9400,1045.2300,1065.0000,1223114
2017-12-29,1046.7200,1049.7000,1044.9000,1046.4000,867943
2017-12-28,1051.6000,1054.7500,1044.7700,1048.1400,829623
2017-12-27,1057.3900,1058.3700,1048.0500,1049.3700,1214775
2017-12-26,1058.0700,1060.1200,1050.2000,1056.7400,756324
2017-12-22,1061.1100,1064.2000,1059.4400,1060.1200,734566
2017-12-21,1064.9500,1069.3300,1061.7900,1063.6300,974594
2017-12-20,1071.7800,1073.3800,1061.5200,1064.9500,1266115
2017-12-19,1075.2000,1076.8400,1063.5500,1070.6800,1254615
2017-12-18,1066.0800,1078.4900,1062.0000,1077.1400,1531522
2017-12-15,1054.6100,1067.6200,1049.5000,1064.1900,3142760
2017-12-14,1045.0000,1058.5000,1043.1100,1049.1500,1545616
2017-12-13,1046.1200,1046.6600,1038.3800,1040.6100,1207286
2017-12-12,1039.6300,1050.3100,1033.6900,1040.4800,1269883
2017-12-11,1035.5000,1043.8000,1032.0500,1041.1000,1119052
